Word,Frequency,Rank
"spirits,",93,1779
carriage,93,1780
"waters,",93,1781
"clothes,",92,1782
imagine,92,1783
thither,92,1784
door.,92,1785
ordinary,92,1786
"look,",92,1787
innocent,92,1788
dreadful,92,1789
complete,92,1790
pitched,92,1791
french,92,1792
somehow,92,1793
pour,92,1794
hot,92,1795
glass,92,1796
people:,91,1797
prove,91,1798
finished,91,1799
opening,91,1800
boats,91,1801
bent,91,1802
completely,91,1803
touching,91,1804
measure,91,1805
cross,91,1806
"lady,",91,1807
prayer,91,1808
height,91,1809
enemy,91,1810
highly,91,1811
sky,91,1812
"die,",90,1813
heere,90,1814
whereof,90,1815
amid,90,1816
"end,",90,1817
latter,90,1818
continually,90,1819
incense,90,1820
tribes,90,1821
wonderful,90,1822
accept,90,1823
expect,90,1824
scattered,90,1825
food,90,1826
strike,90,1827
"arose,",90,1828
superior,90,1829
showed,90,1830
takes,90,1831
christ.,90,1832
"money,",90,1833
confidence,90,1834
brutus,90,1835
possession,89,1836
thrust,89,1837
increase,89,1838
prevent,89,1839
laughed,89,1840
persuaded,89,1841
"""so",89,1842
"""they",89,1843
convinced,89,1844
dust,89,1845
falling,89,1846
hand;,89,1847
bringing,89,1848
grave,89,1849
tears,89,1850
opposite,89,1851
judged,89,1852
day:,89,1853
possibly,89,1854
"high,",89,1855
speake,89,1856
water.,89,1857
verily,89,1858
throw,89,1859
remnant,88,1860
telling,88,1861
side.,88,1862
age,88,1863
"knightley,",88,1864
besides,88,1865
myself.,88,1866
"sin,",88,1867
royal,88,1868
pointed,88,1869
was.,88,1870
proved,88,1871
willoughby,88,1872
know.,88,1873
threescore,88,1874
whaling,88,1875
cattle,88,1876
heavenly,88,1877
resolved,88,1878
here.,88,1879
"river,",88,1880
obey,88,1881
"besides,",87,1882
doe,87,1883
breadth,87,1884
"case,",87,1885
hurt,87,1886
"""very",87,1887
"mine,",87,1888
actually,87,1889
committed,87,1890
hoped,87,1891
week,87,1892
"ways,",87,1893
considerable,87,1894
fail,87,1895
walter,87,1896
highest,87,1897
there;,87,1898
mention,87,1899
"window,",87,1900
utmost,86,1901
refuse,86,1902
perceived,86,1903
"temple,",86,1904
day;,86,1905
morrow,86,1906
city.,86,1907
move,86,1908
"""no,""",86,1909
square,86,1910
fly,86,1911
bought,86,1912
surprise,86,1913
"round,",86,1914
meaning,86,1915
waves,86,1916
"""mr.",86,1917
twice,86,1918
fiery,86,1919
race,86,1920
sail,86,1921
jonathan,86,1922
surprised,85,1923
commit,85,1924
"""i'm",85,1925
circumstance,85,1926
swift,85,1927
important,85,1928
extraordinary,85,1929
ever:,85,1930
curiosity,85,1931
loss,85,1932
"abraham,",85,1933
willing,85,1934
walls,85,1935
us:,85,1936
fetch,85,1937
persons,85,1938
gentlemen,85,1939
"saith,",85,1940
"when,",85,1941
tenth,85,1942
heed,85,1943
steady,85,1944
entering,85,1945
spring,85,1946
"boat,",84,1947
"brown,",84,1948
"mountains,",84,1949
famous,84,1950
utter,84,1951
advantage,84,1952
people;,84,1953
sisters,84,1954
empty,84,1955
"levites,",84,1956
labour,84,1957
"went,",84,1958
naked,84,1959
sea;,84,1960
"fact,",84,1961
"nature,",84,1962
continual,84,1963
clothed,84,1964
nine,84,1965
joab,84,1966
"written,",84,1967
created,83,1968
"arm,",83,1969
all;,83,1970
"nay,",83,1971
comfortable,83,1972
"gate,",83,1973
"elton,",83,1974
future,83,1975
reproach,83,1976
ship's,83,1977
doeth,83,1978
confess,83,1979
"enemies,",83,1980
army,83,1981
one;,83,1982
sheep,83,1983
march,83,1984
ends,83,1985
mock,83,1986
reach,83,1987
hosts,83,1988
liked,83,1989
up;,83,1990
harriet's,83,1991
another.,83,1992
couldn't,83,1993
drop,83,1994
"while,",82,1995
sprang,82,1996
quickly,82,1997
carrying,82,1998
agreeable,82,1999
canst,82,2000
leaning,82,2001
youth,82,2002
"righteousness,",82,2003
ourselves,82,2004
"it?""",82,2005
"anger,",82,2006
this.,82,2007
reward,82,2008
smoke,82,2009
thinks,82,2010
opportunity,82,2011
"stubb,",82,2012
music,82,2013
"or,",82,2014
beloved,81,2015
ephraim,81,2016
down.,81,2017
feet.,81,2018
signs,81,2019
watching,81,2020
dinner,81,2021
beg,81,2022
handsome,81,2023
smallest,81,2024
spare,81,2025
blessing,81,2026
smiling,81,2027
hanging,81,2028
souls,81,2029
"""in",81,2030
commandments,81,2031
jeroboam,81,2032
violent,81,2033
"believe,",81,2034
middleton,81,2035
go.,81,2036
hand:,80,2037
"thoughts,",80,2038
pursued,80,2039
solid,80,2040
mouth.,80,2041
"gone,",80,2042
ocean,80,2043
"prophets,",80,2044
selfe,80,2045
favourite,80,2046
society,80,2047
effect,80,2048
considering,80,2049
outside,80,2050
hence,80,2051
home.,80,2052
whale.,80,2053
share,80,2054
henceforth,80,2055
"ma'am,",80,2056
otherwise,80,2057
sensible,80,2058
anybody,79,2059
beseech,79,2060
atonement,79,2061
established,79,2062
exceedingly,79,2063
forest,79,2064
slight,79,2065
(as,79,2066
"strong,",79,2067
step,79,2068
"stones,",79,2069
"hill,",79,2070
entire,79,2071
one's,79,2072
conduct,79,2073
hearkened,79,2074
adam,79,2075
bringeth,79,2076
pull,79,2077
sooner,79,2078
upper,79,2079
attempt,78,2080
"""she",78,2081
"near,",78,2082
thanks,78,2083
it!,78,2084
final,78,2085
"aye,",78,2086
mentioned,78,2087
breaking,78,2088
"horses,",78,2089
exceeding,78,2090
"added,",78,2091
companion,78,2092
moving,78,2093
"""why",78,2094
salvation,78,2095
"answer,",78,2096
hills,78,2097
"eat,",78,2098
"john,",78,2099
sight.,78,2100
morning.,78,2101
police,78,2102
right.,78,2103
camp,78,2104
dead.,77,2105
friend.,77,2106
"least,",77,2107
beheld,77,2108
"alice,",77,2109
choice,77,2110
ground.,77,2111
evan,77,2112
firstborn,77,2113
count,77,2114
fool,77,2115
lives,77,2116
boys,77,2117
i.,77,2118
stands,77,2119
"girl,",77,2120
turns,77,2121
"street,",77,2122
words.,77,2123
hated,76,2124
hurried,76,2125
sister's,76,2126
rent,76,2127
thou?,76,2128
influence,76,2129
returning,76,2130
moby,76,2131
"battle,",76,2132
thousands,76,2133
"""then",76,2134
stretch,76,2135
"made,",76,2136
fury,76,2137
duke,76,2138
o'er,76,2139
"replied,",76,2140
crowd,76,2141
weather,76,2142
"sheep,",76,2143
sell,76,2144
desolate,76,2145
"little,",76,2146
consumed,76,2147
this?,76,2148
heaven;,76,2149
"""your",76,2150
guess,76,2151
heare,76,2152
"whales,",75,2153
"""don't",75,2154
sword.,75,2155
"sleep,",75,2156
search,75,2157
see.,75,2158
frightened,75,2159
oft,75,2160
hidden,75,2161
increased,75,2162
birds,75,2163
strangers,75,2164
crew,75,2165
private,75,2166
upright,75,2167
"mary,",75,2168
also.,75,2169
satan,75,2170
own.,75,2171
way;,75,2172
truth.,75,2173
deny,75,2174
neck,75,2175
"poor,",75,2176
steps,75,2177
"hair,",75,2178
history,74,2179
london,74,2180
jordan,74,2181
clothes,74,2182
risen,74,2183
salt,74,2184
wast,74,2185
alive,74,2186
taketh,74,2187
journey,74,2188
russell,74,2189
emma's,74,2190
men;,74,2191
gold.,74,2192
working,74,2193
shouldest,74,2194
coat,74,2195
house:,74,2196
"jennings,",74,2197
life;,74,2198
wondrous,73,2199
god's,73,2200
rod,73,2201
temper,73,2202
value,73,2203
"drink,",73,2204
dream,73,2205
nice,73,2206
songs,73,2207
exeunt.,73,2208
rivers,73,2209
duty,73,2210
ones,73,2211
eating,73,2212
"stranger,",73,2213
acts,73,2214
spot,73,2215
offering:,73,2216
messengers,73,2217
"age,",73,2218
branches,73,2219
wives,73,2220
attachment,73,2221
perceive,72,2222
ruler,72,2223
bloody,72,2224
add,72,2225
anointed,72,2226
consequence,72,2227
vp,72,2228
more;,72,2229
"honour,",72,2230
note,72,2231
land:,72,2232
"else,",72,2233
corn,72,2234
therein,72,2235
sunday,72,2236
pequod,72,2237
charged,72,2238
hopes,72,2239
moses.,72,2240
devour,72,2241
selah.,72,2242
"disciples,",72,2243
"princes,",72,2244
shed,72,2245
"stone,",72,2246
st.,72,2247
marriage,72,2248
plainly,72,2249
trespass,72,2250
weight,72,2251
seventy,72,2252
wickedness,72,2253
"town,",71,2254
aware,71,2255
us?,71,2256
say.,71,2257
i'd,71,2258
"prophet,",71,2259
glance,71,2260
armed,71,2261
hither,71,2262
heaven's,71,2263
glorious,71,2264
fortune,71,2265
difficulty,71,2266
"judgment,",71,2267
bore,71,2268
below,71,2269
continue,71,2270
work.,71,2271
interrupted,71,2272
dangerous,71,2273
spend,71,2274
well;,71,2275
winds,71,2276
sware,71,2277
odd,71,2278
enjoy,71,2279
james,71,2280
"matter,",71,2281
proof,71,2282
companions,71,2283
"pharaoh,",71,2284
here's,71,2285
prophesy,71,2286
god?,71,2287
stronger,71,2288
"daughters,",70,2289
"north,",70,2290
"saw,",70,2291
weary,70,2292
law.,70,2293
gospel,70,2294
queer,70,2295
seated,70,2296
"stood,",70,2297
"deck,",70,2298
end.,70,2299
captivity,70,2300
"captain,",70,2301
cease,70,2302
"returned,",70,2303
dread,70,2304
disposed,70,2305
light.,70,2306
writing,70,2307
firm,70,2308
"jordan,",70,2309
ahab's,70,2310
slept,70,2311
brandon,69,2312
"wise,",69,2313
"though,",69,2314
flowers,69,2315
hurry,69,2316
faint,69,2317
learned,69,2318
"could,",69,2319
sanctify,69,2320
"places,",69,2321
smith,69,2322
"glory,",69,2323
remembrance,69,2324
afterward,69,2325
"queequeg,",69,2326
"wind,",69,2327
"pray,",69,2328
gives,69,2329
"hour,",69,2330
"""who",69,2331
abroad,69,2332
bearing,69,2333
cunning,69,2334
"ear,",69,2335
looke,69,2336
air.,69,2337
box,69,2338
violence,69,2339
slow,69,2340
troubled,69,2341
"company,",69,2342
starbuck,69,2343
pressed,69,2344
occasion,69,2345
village,69,2346
staring,69,2347
listen,69,2348
"throne,",69,2349
reading,69,2350
absolutely,69,2351
savage,69,2352
happen,68,2353
mistress,68,2354
behaviour,68,2355
avoid,68,2356
news,68,2357
"open,",68,2358
sufficient,68,2359
remove,68,2360
mother.,68,2361
delightful,68,2362
double,68,2363
finger,68,2364
"elliot,",68,2365
"far,",68,2366
finally,68,2367
loue,68,2368
"houses,",68,2369
cheerful,68,2370
(the,68,2371
whale;,68,2372
produced,68,2373
brother.,68,2374
flew,68,2375
peace.,68,2376
"blue,",68,2377
worst,68,2378
impatient,68,2379
riches,68,2380
doctor,68,2381
"afraid,",68,2382
"works,",68,2383
hole,68,2384
"joseph,",68,2385
agreed,68,2386
bird,68,2387
health,68,2388
foundation,68,2389
voices,68,2390
anyone,68,2391
officers,67,2392
weak,67,2393
thereof:,67,2394
tone,67,2395
"suburbs,",67,2396
bind,67,2397
bitter,67,2398
shining,67,2399
interesting,67,2400
yield,67,2401
vessel,67,2402
abode,67,2403
colour,67,2404
"might,",67,2405
forsaken,67,2406
gain,67,2407
sinned,67,2408
belong,67,2409
soldiers,67,2410
fathers.,67,2411
is.,67,2412
thinke,67,2413
dress,67,2414
"husband,",67,2415
manasseh,67,2416
attend,67,2417
"what,",67,2418
speaketh,67,2419
waste,67,2420
terror,67,2421
"gentleman,",67,2422
substance,67,2423
board,67,2424
path,67,2425
basket,67,2426
1:6,66,2427
honourable,66,2428
stick,66,2429
"beast,",66,2430
robert,66,2431
"seen,",66,2432
said:,66,2433
"looked,",66,2434
body.,66,2435
time;,66,2436
calm,66,2437
1:4,66,2438
let's,66,2439
enormous,66,2440
judah.,66,2441
1:2,66,2442
land;,66,2443
inside,66,2444
destruction,66,2445
"paul,",66,2446
teeth,66,2447
1:3,66,2448
flame,66,2449
measured,66,2450
office,66,2451
presented,66,2452
cecilia,66,2453
safely,66,2454
"fear,",66,2455
himself;,66,2456
male,66,2457
liberty,66,2458
setting,66,2459
moab,66,2460
1:5,66,2461
lands,66,2462
cool,66,2463
1:1,66,2464
"""as",66,2465
begun,66,2466
express,66,2467
brother's,66,2468
"neck,",65,2469
helped,65,2470
presently,65,2471
dwelling,65,2472
charming,65,2473
1:10,65,2474
"yourself,",65,2475
"state,",65,2476
"arthur,",65,2477
friendly,65,2478
them?,65,2479
lines,65,2480
ease,65,2481
"sky,",65,2482
chose,65,2483
1:8,65,2484
smell,65,2485
"heathen,",65,2486
"""that's",65,2487
just.,65,2488
1:9,65,2489
divide,65,2490
her:,65,2491
arthur,65,2492
flung,65,2493
musgrove,65,2494
benjamin,65,2495
sending,65,2496
closed,65,2497
heat,65,2498
settle,65,2499
maid,65,2500
1:7,65,2501
"letter,",65,2502
beard,65,2503
"same,",65,2504
children.,65,2505
"low,",65,2506
scene,64,2507
resolution,64,2508
attached,64,2509
marianne's,64,2510
themselves.,64,2511
goodness,64,2512
bates,64,2513
brake,64,2514
plan,64,2515
assured,64,2516
tables,64,2517
"iron,",64,2518
"archer,",64,2519
sounds,64,2520
winter,64,2521
piedro,64,2522
western,64,2523
dealt,64,2524
secure,64,2525
decided,64,2526
ghost,64,2527
explain,64,2528
keeping,64,2529
isaac,64,2530
needs,64,2531
vision,64,2532
proceeded,64,2533
amen.,64,2534
shop,64,2535
"dark,",64,2536
books,64,2537
direct,64,2538
"ears,",63,2539
fifth,63,2540
"moab,",63,2541
now;,63,2542
horrible,63,2543
"therein,",63,2544
1:11,63,2545
"suppose,",63,2546
circumstances,63,2547
"""let",63,2548
night;,63,2549
plant,63,2550
"""when",63,2551
lean,63,2552
wanting,63,2553
arise,63,2554
entrance,63,2555
burden,63,2556
lady.,63,2557
constant,63,2558
"wrong,",63,2559
tower,63,2560
"london,",63,2561
rolling,63,2562
silently,63,2563
generation,63,2564
"statutes,",63,2565
heathen,63,2566
windows,63,2567
archer,63,2568
american,63,2569
"found,",63,2570
elton's,63,2571
shouted,63,2572
"youth,",63,2573
pillars,63,2574
voyage,63,2575
stead.,63,2576
guard,63,2577
"dream,",63,2578
"bow,",63,2579
seas,63,2580
"party,",63,2581
'and,63,2582
holds,63,2583
"am,",63,2584
picture,62,2585
forsake,62,2586
"with,",62,2587
fowls,62,2588
cup,62,2589
england,62,2590
leg,62,2591
"song,",62,2592
powers,62,2593
flambeau,62,2594
